llm_name,taxonomy_id,category
Studentenfutter Cashew-Cranberry,studentenfutter,obst-gemuese
Studentenfutter Cranberry,studentenfutter,obst-gemuese
Studentenfutter Schokolade,studentenfutter,obst-gemuese
Studentenfutter bio,studentenfutter,obst-gemuese
Studentenfutter geröstet,studentenfutter,obst-gemuese
Studentenfutter ohne Rosinen,studentenfutter,obst-gemuese
Studentenfutter ungeröstet ungesalzen,studentenfutter,obst-gemuese
Sultaninen,rosinen,obst-gemuese
Sultaninen bio,rosinen,obst-gemuese
Sushi-Ingwer,eingelegtes-gemuese,obst-gemuese
Süßkirschen entsteint,frisches-obst,obst-gemuese
Tafeltrauben hell kernlos,tafeltrauben,obst-gemuese
Tafeltrauben kernlos,tafeltrauben,obst-gemuese
Thunfisch-Linsen-Salat,thunfischsalat,obst-gemuese
Thunfischaufstrich,thunfischsalat,obst-gemuese
Thunfischbällchen in Tomatensoße,fertigsalate,obst-gemuese
Thunfischsalat,thunfischsalat,obst-gemuese
Thunfischsalat Couscous,thunfischsalat,obst-gemuese
Thunfischsalat Nizza,thunfischsalat,obst-gemuese
Thunfischsalat mediterran,thunfischsalat,obst-gemuese
Tomaten,tomaten,obst-gemuese
Tomaten Datterini,datteltomaten,obst-gemuese
Tomaten Gemüsesaft,tomatensaft,obst-gemuese
Tomaten gehackt,gehackte-tomaten,obst-gemuese
Tomaten gehackt Basilikum,gehackte-tomaten,obst-gemuese
Tomaten gehackt Dose,gehackte-tomaten,obst-gemuese
Tomaten geschält,geschaelte-tomaten,obst-gemuese
Tomaten geschält Dose,geschaelte-tomaten,obst-gemuese
Tomaten geschält Dose bio,geschaelte-tomaten,obst-gemuese
Tomaten geschält bio,geschaelte-tomaten,obst-gemuese
Tomaten gestückelt,gehackte-tomaten,obst-gemuese
Tomaten getrocknet,getrocknete-tomaten,obst-gemuese
Tomaten getrocknet Kräuter,getrocknete-tomaten,obst-gemuese
Tomaten getrocknet in Öl,getrocknete-tomaten,obst-gemuese
Tomaten halbgetrocknet,getrocknete-tomaten,obst-gemuese
Tomaten passiert,passierte-tomaten,obst-gemuese
Tomaten stückig,gehackte-tomaten,obst-gemuese
Tomaten stückig Dose,gehackte-tomaten,obst-gemuese
Tomaten stückig mit Kräutern,gehackte-tomaten,obst-gemuese
Tomaten stückig pikant,gehackte-tomaten,obst-gemuese
Tomatencremesuppe,tomatensuppe,obst-gemuese
Tomatenfruchtfleisch Dose,gehackte-tomaten,obst-gemuese
Tomatenfruchtfleisch Dose Knoblauch,gehackte-tomaten,obst-gemuese
Tomatenmark,tomatenmark,obst-gemuese
Tomatenmark Basilikum,tomatenmark,obst-gemuese
Tomatenmark Würzgemüse,tomatenmark,obst-gemuese
Tomatenmark bio,tomatenmark,obst-gemuese
Tomatenmark scharf,tomatenmark,obst-gemuese
Tomatenmark zweifach konzentriert,tomatenmark,obst-gemuese
Tomatenpassata,passierte-tomaten,obst-gemuese
Tomatenpolpa,gehackte-tomaten,obst-gemuese
Tomatenpüree,tomatenpueree,obst-gemuese
Tomatensaft,tomatensaft,obst-gemuese
Tomatensaft pikant,tomatensaft,obst-gemuese
Tomatensaft würzig,tomatensaft,obst-gemuese
Tomatensauce,tomatensauce,obst-gemuese
Tomatensauce Arrabbiata,tomatensauce,obst-gemuese
Tomatensauce Basilikum,tomatensauce,obst-gemuese
Tomatensauce Basilikum bio,tomatensauce,obst-gemuese
Tomatensauce Datterini,tomatensauce,obst-gemuese
Tomatensauce Gemüse,tomatensauce,obst-gemuese
Tomatensauce Kirschtomate,tomatensauce,obst-gemuese
Tomatensauce Kirschtomaten,tomatensauce,obst-gemuese
Tomatensauce Knoblauch,tomatensauce,obst-gemuese
Tomatensauce Kräuter,tomatensauce,obst-gemuese
Tomatensauce Napoletana,tomatensauce,obst-gemuese
Tomatensauce Pizza,pizzasauce,obst-gemuese
Tomatenstücke,gehackte-tomaten,obst-gemuese
Tomatenstücke Dose bio,gehackte-tomaten,obst-gemuese
Tomatenstücke Kräuter,gehackte-tomaten,obst-gemuese
Tomatenstücke bio,gehackte-tomaten,obst-gemuese
Tomatensuppe,tomatensuppe,obst-gemuese
Tortellini Gemüse,frisches-gemuese,obst-gemuese
Cracker Aperitif,cracker,brot-gebaeck
Cracker Brezel,laugencracker,brot-gebaeck
Cracker Dinkel Thymian,cracker,brot-gebaeck
Cracker Frischkäse Kräuter,cracker,brot-gebaeck
Cracker Karotte,cracker,brot-gebaeck
Cracker Käse,kaesegebaeck,brot-gebaeck
Cracker Mehrkorn,cracker,brot-gebaeck
Cracker Olivenöl Oregano,cracker,brot-gebaeck
Cracker Paprika,cracker,brot-gebaeck
Cracker Pizza,cracker,brot-gebaeck
Cracker Rande,cracker,brot-gebaeck
Cracker Rote Bete,cracker,brot-gebaeck
Cracker Sesam,cracker,brot-gebaeck
Cracker Sour Cream Zwiebel,cracker,brot-gebaeck
Cracker Spinat Basilikum,cracker,brot-gebaeck
Cracker Stangen bio,grissini,brot-gebaeck
Cracker Tomate Basilikum,cracker,brot-gebaeck
Cracker Tomate Oregano,cracker,brot-gebaeck
Cracker Zwiebel Sauerrahm,cracker,brot-gebaeck
Cracker gesalzen,cracker,brot-gebaeck
Cracker salzig,cracker,brot-gebaeck
Cracker schwarzer Pfeffer,cracker,brot-gebaeck
Croissant,croissant,brot-gebaeck
Croissant Butter,croissant,brot-gebaeck
Croissant gefüllt,croissant,brot-gebaeck
Croissants,croissant,brot-gebaeck
Croutons,backzutaten,brot-gebaeck
Croutons Kräuter,backzutaten,brot-gebaeck
Croûtons Knoblauch,backzutaten,brot-gebaeck
Dinkel-Grünkern-Brot,dinkelbrot,brot-gebaeck
Dinkel-Wraps,tortilla-wraps,brot-gebaeck
Dinkelbrezeln,laugenbrezel,brot-gebaeck
Dinkelbrot,dinkelbrot,brot-gebaeck
Dinkelbrot Sonnenblumenkerne,dinkelbrot,brot-gebaeck
Dinkelbrötchen,dinkelbroetchen,brot-gebaeck
Dinkelcracker Sesam,cracker,brot-gebaeck
Dinkelcracker natur,cracker,brot-gebaeck
Dinkelsandwich,toastbrot,brot-gebaeck
Dinkelstangen Sesam,grissini,brot-gebaeck
Dinkeltoast,toastbrot,brot-gebaeck
Dinkelvollkornbrot,dinkelbrot,brot-gebaeck
Dinkelzwieback,zwieback-dinkel,brot-gebaeck
Dinkelzwieback bio,zwieback-dinkel,brot-gebaeck
Dürüm,duerum,brot-gebaeck
Eiweißbrot,eiweissbrot,brot-gebaeck
Eiweißbrot Walnuss,eiweissbrot,brot-gebaeck
Eiweißbrötchen,broetchen,brot-gebaeck
Erbsensnack,erbsensnack,brot-gebaeck
Erdnussflips,erdnussflips,brot-gebaeck
Erdnusslocken,erdnussflips,brot-gebaeck
Fladenbrot,fladenbrot,brot-gebaeck
Fladenbrot Sandwich,fladenbrot,brot-gebaeck
Focaccia Rosmarin glutenfrei,brot-glutenfrei,brot-gebaeck
Frühstücksbrötchen,weizenbroetchen,brot-gebaeck
Grahambrot,vollkornbrot,brot-gebaeck
Grissini,grissini,brot-gebaeck
Grissini Oliven,grissini,brot-gebaeck
Grissini Pesto,grissini,brot-gebaeck
Grissini Rosmarin,grissini,brot-gebaeck
Grissini Sesam,grissini,brot-gebaeck
Grissini glutenfrei,grissini,brot-gebaeck
Hafer-Saaten-Brot,haferbrot,brot-gebaeck
Hafer-Toastbrötchen,toastbroetchen,brot-gebaeck
Haferbrot,haferbrot,brot-gebaeck
Haferbrot Kürbis,haferbrot,brot-gebaeck
Haferbrot Saaten,haferbrot,brot-gebaeck
Haferkekse,suessgebaeck,brot-gebaeck
Haferknäckebrot Sesam-Chia,knaeckebrot-mehrkorn,brot-gebaeck
Hamburger Buns Sesam,hamburgerbroetchen,brot-gebaeck
Hamburger-Buns,hamburgerbroetchen,brot-gebaeck
Hamburgerbrötchen,hamburgerbroetchen,brot-gebaeck
Hamburgerbrötchen Brioche,hamburgerbroetchen,brot-gebaeck
Hamburgerbrötchen Sesam,hamburgerbroetchen,brot-gebaeck
Hamburgerbrötchen glutenfrei,hamburgerbroetchen,brot-gebaeck
Hamburgerbrötchen mit Sesam,hamburgerbroetchen,brot-gebaeck
Hefezopf,suessgebaeck,brot-gebaeck
Hot-Dog-Brötchen,hot-dog-broetchen,brot-gebaeck
Hummus-Snack Kräuter,salzgebaeck,brot-gebaeck
Hörnchen,croissant,brot-gebaeck
Kaiserbrötchen,weizenbroetchen,brot-gebaeck
Apfeltaschen,suessgebaeck,brot-gebaeck
Aufbackbrötchen,aufbackbroetchen,brot-gebaeck
Aufbackbrötchen Vollkorn,aufbackbroetchen,brot-gebaeck
Aufbackbrötchen kernig,aufbackbroetchen,brot-gebaeck
Backerbsen,erbsensnack,brot-gebaeck
Bagel,bagel,brot-gebaeck
Bagels,bagel,brot-gebaeck
Bagels Mehrkorn,bagel,brot-gebaeck
Baguette,baguette,brot-gebaeck
Baguette Knoblauchbutter,kraeuterbaguette,brot-gebaeck
Baguette Kräuter,kraeuterbaguette,brot-gebaeck
Baguette Kräuterbutter,kraeuterbaguette,brot-gebaeck
Baguette Vollkorn,baguette,brot-gebaeck
Baguette Weizen,baguette,brot-gebaeck
Baguette glutenfrei,baguette,brot-gebaeck
Baguette zum Fertigbacken,baguette,brot-gebaeck
Baguettebrötchen,baguettebroetchen,brot-gebaeck
Bauernbrot,bauernbrot,brot-gebaeck
Bauernbrot vollkorn,bauernbrot,brot-gebaeck
Blätterteiggebäck mit Butter,suessgebaeck,brot-gebaeck
Blätterteigstange Oliven,salzgebaeck,brot-gebaeck
Bohnencracker glutenfrei,cracker,brot-gebaeck
Bretzel,salzbrezeln,brot-gebaeck
Brezel,salzbrezeln,brot-gebaeck
Brezeln,salzbrezeln,brot-gebaeck
Brezeln Dinkel,salzbrezeln,brot-gebaeck
Brezeln Honig-Senf,salzbrezeln,brot-gebaeck
Brezeln Vollkorn,salzbrezeln,brot-gebaeck
Brezeln gesalzen,salzbrezeln,brot-gebaeck
Brezeln glutenfrei,salzbrezeln,brot-gebaeck
Brezelstücke,salzbrezeln,brot-gebaeck
Brezelstücke Cheddar,salzbrezeln,brot-gebaeck
Brioche,brioche,brot-gebaeck
Brioche glutenfrei,brioche,brot-gebaeck
Brioche-Burgerbrötchen,hamburgerbroetchen,brot-gebaeck
Brot,brot,brot-gebaeck
Brot Chia,mehrkornbrot,brot-gebaeck
Brot dunkel,brot,brot-gebaeck
Brot geschnitten,brot,brot-gebaeck
Brot glutenfrei,brot-glutenfrei,brot-gebaeck
Brot hell glutenfrei,brot-glutenfrei,brot-gebaeck
Brot rustikal geschnitten,bauernbrot,brot-gebaeck
Brot rustikal glutenfrei,brot-glutenfrei,brot-gebaeck
Brotbackmischung,backzutaten,brot-gebaeck
Brotbackmischung Dinkelvollkorn,backzutaten,brot-gebaeck
Brotbackmischung glutenfrei,backzutaten,brot-gebaeck
Brotchips,brotchips,brot-gebaeck
Brotchips Knoblauch,brotchips,brot-gebaeck
Brotchips Meersalz,brotchips,brot-gebaeck
Brotchips Tomate Olive,brotchips,brot-gebaeck
Brotchips Tomate Oregano,brotchips,brot-gebaeck
Brotsticks Sesam,grissini,brot-gebaeck
Bruschetta Cracker,cracker,brot-gebaeck
Bruschetta-Chips,brotchips,brot-gebaeck
Bruschetta-Cracker,cracker,brot-gebaeck
Bruschetta-Cracker Tomate Mozzarella,cracker,brot-gebaeck
Brötchen,broetchen,brot-gebaeck
Brötchen Chia,mehrkornbroetchen,brot-gebaeck
Brötchen Mehrkorn,mehrkornbroetchen,brot-gebaeck
Brötchen Steinofen,aufbackbroetchen,brot-gebaeck
Brötchen gemischt,broetchen,brot-gebaeck
Brötchen zum Aufbacken,aufbackbroetchen,brot-gebaeck
Brötchenteig,aufbackbroetchen,brot-gebaeck
Brötchenteig zum Aufbacken,aufbackbroetchen,brot-gebaeck
Burger Buns,hamburgerbroetchen,brot-gebaeck
Burger Buns Brioche,hamburgerbroetchen,brot-gebaeck
Burger Buns Vollkorn,hamburgerbroetchen,brot-gebaeck
Burgerbrötchen,hamburgerbroetchen,brot-gebaeck
Butter-Croissants,croissant,brot-gebaeck
Butter-Toast,toastbrot-weiss,brot-gebaeck
Buttercroissant mini,croissant,brot-gebaeck
Buttermilchbrötchen Frischteig,milchbroetchen,brot-gebaeck
Buttertoast,toastbrot-weiss,brot-gebaeck
Chia-Brötchen,mehrkornbroetchen,brot-gebaeck
Chiabrot,mehrkornbrot,brot-gebaeck
Ciabatta,ciabatta,brot-gebaeck
Ciabatta Brötchen,ciabatta,brot-gebaeck
Ciabatta Peperoni,ciabatta,brot-gebaeck
Ciabatta glutenfrei,ciabatta,brot-gebaeck
Cracker,cracker,brot-gebaeck
Kartoffelbrot,kartoffelbrot,brot-gebaeck
Kartoffelbrötchen tiefgekühlt,aufbackbroetchen,brot-gebaeck
Kartoffelchips,kartoffelsnack,brot-gebaeck
Kartoffelchips fettreduziert,kartoffelsnack,brot-gebaeck
Kartoffelsnack,kartoffelsnack,brot-gebaeck
Kichererbsenchips,erbsensnack,brot-gebaeck
Knabbergebäck Mix,salzgebaeck,brot-gebaeck
Knabbergebäck Sesam,salzgebaeck,brot-gebaeck
Knabbermischung,salzgebaeck,brot-gebaeck
Knoblauchbrot,baguette,brot-gebaeck
Knusperbrot Weizen,knaeckebrot,brot-gebaeck
Knäckebrot,knaeckebrot,brot-gebaeck
Knäckebrot Amaranth Sesam,knaeckebrot-sesam,brot-gebaeck
Knäckebrot Cranberry-Kokos,knaeckebrot,brot-gebaeck
Knäckebrot Dinkel,knaeckebrot,brot-gebaeck
Knäckebrot Dinkel Käse,knaeckebrot,brot-gebaeck
Knäckebrot Dinkel Quinoa,knaeckebrot,brot-gebaeck
Knäckebrot Dinkel Saaten,knaeckebrot-mehrkorn,brot-gebaeck
Knäckebrot Flammkuchen,knaeckebrot,brot-gebaeck
Knäckebrot Hafer Sesam,knaeckebrot-sesam,brot-gebaeck
Knäckebrot Kastanie bio,knaeckebrot,brot-gebaeck
Knäckebrot Kräuter,knaeckebrot-kraeuter,brot-gebaeck
Knäckebrot Käse Kräuter,knaeckebrot-kraeuter,brot-gebaeck
Knäckebrot Käse Kürbiskern,knaeckebrot,brot-gebaeck
Knäckebrot Käse Kürbiskern bio,knaeckebrot,brot-gebaeck
Knäckebrot Kürbiskern,knaeckebrot-mehrkorn,brot-gebaeck
Knäckebrot Laugen,knaeckebrot,brot-gebaeck
Knäckebrot Mehrkorn,knaeckebrot-mehrkorn,brot-gebaeck
Knäckebrot Milch,knaeckebrot,brot-gebaeck
Knäckebrot Müsli,knaeckebrot-mehrkorn,brot-gebaeck
Knäckebrot Protein,knaeckebrot-protein,brot-gebaeck
Knäckebrot Roggen,knaeckebrot-roggen,brot-gebaeck
Knäckebrot Roggen Mohn,knaeckebrot-roggen,brot-gebaeck
Knäckebrot Roggen Sauerteig,knaeckebrot-roggen,brot-gebaeck
Knäckebrot Roggen Vollkorn,knaeckebrot-vollkorn,brot-gebaeck
Knäckebrot Roggen dünn,knaeckebrot-roggen,brot-gebaeck
Knäckebrot Roggenvollkorn,knaeckebrot-vollkorn,brot-gebaeck
Knäckebrot Roggenvollkorn Sesam,knaeckebrot-vollkorn,brot-gebaeck
Knäckebrot Saaten,knaeckebrot-mehrkorn,brot-gebaeck
Knäckebrot Sandwich Tomate,knaeckebrot,brot-gebaeck
Knäckebrot Schnittlauch,knaeckebrot-kraeuter,brot-gebaeck
Knäckebrot Sesam,knaeckebrot-sesam,brot-gebaeck
Knäckebrot Sesam Vollkorn,knaeckebrot-vollkorn,brot-gebaeck
Knäckebrot Snack Tomate Käse Sesam,knaeckebrot-sesam,brot-gebaeck
Knäckebrot Tomate,knaeckebrot,brot-gebaeck
Knäckebrot Tomate-Mozzarella,knaeckebrot,brot-gebaeck
Knäckebrot Vollkorn,knaeckebrot-vollkorn,brot-gebaeck
Knäckebrot Vollkorn Sesam,knaeckebrot-vollkorn,brot-gebaeck
Knäckebrot Vollkornroggen,knaeckebrot-vollkorn,brot-gebaeck
Knäckebrot Zimt,knaeckebrot,brot-gebaeck
Knäckebrot glutenfrei,knaeckebrot-glutenfrei,brot-gebaeck
Knäckebrot roggen dinkel,knaeckebrot-roggen,brot-gebaeck
Knäckebrot weich,knaeckebrot,brot-gebaeck
Knäckebrot-Sandwich Käse Kräuter,knaeckebrot-kraeuter,brot-gebaeck
Knäckebrot-Sandwich Käse Tomate Basilikum,knaeckebrot,brot-gebaeck
Krustenbrot,bauernbrot,brot-gebaeck
Krustenbrötchen,weizenbroetchen,brot-gebaeck
Kräuterbaguette,kraeuterbaguette,brot-gebaeck
Kräuterbrot,kraeuterbrot,brot-gebaeck
Käsegebäck,kaesegebaeck,brot-gebaeck
Käsestangen,kaesegebaeck,brot-gebaeck
Körner-Toasties,mehrkorntoast,brot-gebaeck
Körnerbrot,mehrkornbrot,brot-gebaeck
Körnertoast,mehrkorntoast,brot-gebaeck
Körnertoast bio,mehrkorntoast,brot-gebaeck
Kürbiskernbrötchen,mehrkornbroetchen,brot-gebaeck
Kürbiskernbrötchen bio,mehrkornbroetchen,brot-gebaeck
Kürbiskerne,backzutaten,brot-gebaeck
Laugenbrezel,laugenbrezel,brot-gebaeck
Laugenbrezeln,laugenbrezel,brot-gebaeck
Laugenbrezen,laugenbrezel,brot-gebaeck
Laugenbrioche,laugengebaeck,brot-gebaeck
Laugenbrötchen,laugengebaeck,brot-gebaeck
Laugencracker,laugencracker,brot-gebaeck
Laugengebäck,laugengebaeck,brot-gebaeck
Laugengebäck Dinkel,laugengebaeck,brot-gebaeck
Laugengebäck Honig-Senf,laugengebaeck,brot-gebaeck
Laugengebäck gesalzen,laugengebaeck,brot-gebaeck
Laugenstangen,laugengebaeck,brot-gebaeck
Leinsamenbrot,mehrkornbrot,brot-gebaeck
Vollkornbrot abgepackt,vollkornbrot,brot-gebaeck
Vollkornbrot geschnitten,vollkornbrot,brot-gebaeck
Vollkornbrot glutenfrei,brot-glutenfrei,brot-gebaeck
Vollkornbrötchen,mehrkornbroetchen,brot-gebaeck
Vollkornmehl,backzutaten,brot-gebaeck
Vollkorntoast,vollkorntoast,brot-gebaeck
Vollkorntortillas,tortilla-wraps,brot-gebaeck
Vollkornzwieback,zwieback-vollkorn,brot-gebaeck
Waffelbrot,reiswaffeln,brot-gebaeck
Waffelbrot Ballaststoff,reiswaffeln,brot-gebaeck
Weizenbrot,weizenmischbrot,brot-gebaeck
Weizenbrot geschnitten,weizenmischbrot,brot-gebaeck
Weizenbrötchen,weizenbroetchen,brot-gebaeck
Weizenbrötchen zum Aufbacken,aufbackbroetchen,brot-gebaeck
Weizencracker Honig-Senf,cracker,brot-gebaeck
Weizencracker Sauerrahm,cracker,brot-gebaeck
Weizenmischbrot,weizenmischbrot,brot-gebaeck
Weizenmischbrötchen,weizenbroetchen,brot-gebaeck
Weizenmischbrötchen zum Fertigbacken,aufbackbroetchen,brot-gebaeck
Weizentoastbrötchen,toastbroetchen,brot-gebaeck
Weizentortilla,tortilla-wraps,brot-gebaeck
Weizentortillas,tortilla-wraps,brot-gebaeck
Weizentortillas mini,tortilla-wraps,brot-gebaeck
Weizenvollkorn-Sandwichtoast,vollkorntoast,brot-gebaeck
Weizenvollkornbrot,vollkornbrot,brot-gebaeck
Weizenvollkornbrot eiweißreich,eiweissbrot,brot-gebaeck
Weizenvollkornbrötchen zum Fertigbacken,aufbackbroetchen,brot-gebaeck
Weißbrot,weizenmischbrot,brot-gebaeck
Wrap Vollkorn,tortilla-wraps,brot-gebaeck
Wraps,tortilla-wraps,brot-gebaeck
Wraps Mehrkorn,tortilla-wraps,brot-gebaeck
Wraps Protein,tortilla-wraps,brot-gebaeck
Wraps Rote Bete,tortilla-wraps,brot-gebaeck
Wraps Weizen,tortilla-wraps,brot-gebaeck
Wraps glutenfrei,tortilla-wraps,brot-gebaeck
Zimtschnecken,zimtschnecke,brot-gebaeck
Zwieback,zwieback-weizen,brot-gebaeck
Zwieback Dinkel,zwieback-dinkel,brot-gebaeck
Zwieback Dinkel bio,zwieback-dinkel,brot-gebaeck
Zwieback Kokos,zwieback-weizen,brot-gebaeck
Zwieback Mini,zwieback-weizen,brot-gebaeck
Zwieback Vollkorn,zwieback-vollkorn,brot-gebaeck
Zwieback Vollkorn bio,zwieback-vollkorn,brot-gebaeck
Zwieback ohne Zucker,zwieback-weizen,brot-gebaeck
Zwieback ohne Zuckerzusatz,zwieback-weizen,brot-gebaeck
Linsenchips Chili Zitrone,linsenwaffeln,brot-gebaeck
Linsenchips Paprika,linsenwaffeln,brot-gebaeck
Linsenchips Salz Balsamico,linsenwaffeln,brot-gebaeck
Linsenchips Tandoori,linsenwaffeln,brot-gebaeck
Linsenchips orientalisch,linsenwaffeln,brot-gebaeck
Linsenwaffeln,linsenwaffeln,brot-gebaeck
Linsenwaffeln glutenfrei,linsenwaffeln,brot-gebaeck
Mais-Flips,maissnack,brot-gebaeck
Maismehl,maismehl,brot-gebaeck
Maispops,maissnack,brot-gebaeck
Maissnack,maissnack,brot-gebaeck
Maissnack Käse,maissnack,brot-gebaeck
Maissnack gesalzen,maissnack,brot-gebaeck
Maissticks,maissnack,brot-gebaeck
Maiswaffeln,reiswaffeln,brot-gebaeck
Matzen,knaeckebrot,brot-gebaeck
Mehrkorn-Toastbrötchen,toastbroetchen,brot-gebaeck
Mehrkornbrot,mehrkornbrot,brot-gebaeck
Mehrkornbrot geschnitten,mehrkornbrot,brot-gebaeck
Mehrkornbrot glutenfrei,brot-glutenfrei,brot-gebaeck
Mehrkornbrot Ölsaaten,mehrkornbrot,brot-gebaeck
Mehrkornbrötchen,mehrkornbroetchen,brot-gebaeck
Mehrkornbrötchen Aufbacken,aufbackbroetchen,brot-gebaeck
Mehrkornbrötchen Chia,mehrkornbroetchen,brot-gebaeck
Mehrkornbrötchen zum Fertigbacken,aufbackbroetchen,brot-gebaeck
Mehrkornsandwich,toastbroetchen,brot-gebaeck
Mehrkorntoast,mehrkorntoast,brot-gebaeck
Milchbrötchen,milchbroetchen,brot-gebaeck
Milchbrötchen Schoko,schokobroetchen,brot-gebaeck
Milchbrötchen mit Schokostückchen,schokobroetchen,brot-gebaeck
Mini Baguette,baguette,brot-gebaeck
Mini Baguette glutenfrei,baguette,brot-gebaeck
Mini-Baguette,baguette,brot-gebaeck
Mini-Butter-Croissant,croissant,brot-gebaeck
Mischbrot,weizenmischbrot,brot-gebaeck
Naan Brot,fladenbrot,brot-gebaeck
Nuss-Nougat-Hörnchen,suessgebaeck,brot-gebaeck
Nussbrot,brot,brot-gebaeck
Pain au Chocolat,schokocroissant,brot-gebaeck
Panettone,suessgebaeck,brot-gebaeck
Panettone Schoko,suessgebaeck,brot-gebaeck
Paniermehl,paniermehl,brot-gebaeck
Panini natur,ciabatta,brot-gebaeck
Panko Paniermehl,paniermehl,brot-gebaeck
Pankomehl,paniermehl,brot-gebaeck
Party Mix Salzgebäck,salzgebaeck,brot-gebaeck
Piadina,piadina,brot-gebaeck
Pinsa,fladenbrot,brot-gebaeck
Pita Cracker Rosmarin,cracker,brot-gebaeck
Pita Weizen,pitabrot,brot-gebaeck
Pitabrot,pitabrot,brot-gebaeck
Pitabrot Dinkel,pitabrot,brot-gebaeck
Pizzastangen,grissini,brot-gebaeck
Pizzateig,backzutaten,brot-gebaeck
Proteinbrötchen,weizenbroetchen,brot-gebaeck
Proteinchips Paprika,salzgebaeck,brot-gebaeck
Proteinsnack Sesam-Leinsaat,salzgebaeck,brot-gebaeck
Pumpernickel,roggenvollkornbrot,brot-gebaeck
Reiswaffeln,reiswaffeln,brot-gebaeck
Roggenbrot,roggenbrot,brot-gebaeck
Roggenbrot Vollkorn,roggenvollkornbrot,brot-gebaeck
Roggenbrötchen,roggenbroetchen,brot-gebaeck
Roggenbrötchen Aufbackware,aufbackbroetchen,brot-gebaeck
Roggenbrötchen bio,roggenbroetchen,brot-gebaeck
Roggenknäckebrot,knaeckebrot-roggen,brot-gebaeck
Roggenmischbrot,roggenmischbrot,brot-gebaeck
Roggenmischbrot geschnitten,roggenmischbrot,brot-gebaeck
Roggentoastbrötchen,toastbroetchen,brot-gebaeck
Roggenvollkornbrot,roggenvollkornbrot,brot-gebaeck
Roggenvollkornbrot Walnuss,roggenvollkornbrot,brot-gebaeck
Roggenvollkornbrot bio,roggenvollkornbrot,brot-gebaeck
Roggenvollkornbrot mit Leinsamen bio,roggenvollkornbrot,brot-gebaeck
Rosenbrötchen,weizenbroetchen,brot-gebaeck
Rosinenstuten,suessgebaeck,brot-gebaeck
Ruchbrot,weizenmischbrot,brot-gebaeck
Röstbrötchen glutenfrei,aufbackbroetchen,brot-gebaeck
Saatenbrot,mehrkornbrot,brot-gebaeck
Saatencracker,cracker,brot-gebaeck
Saatentoast,mehrkorntoast,brot-gebaeck
Salzbrezeln,salzbrezeln,brot-gebaeck
Salzcracker,cracker,brot-gebaeck
Salzgebäck,salzgebaeck,brot-gebaeck
Salzgebäck Fisch,kaesegebaeck,brot-gebaeck
Salzstangen,salzstangen,brot-gebaeck
Salzstangen Meersalz,salzstangen,brot-gebaeck
Salzstangen und Brezeln,salzstangen,brot-gebaeck
Sandwich Baguette,baguette,brot-gebaeck
Sandwich Tomate Mozzarella,toastbrot-weiss,brot-gebaeck
Sandwich-Cracker Käse,cracker,brot-gebaeck
Sandwichbrot Körner,mehrkorntoast,brot-gebaeck
Sandwichbrot Mehrkorn,mehrkorntoast,brot-gebaeck
Sandwichtoast,toastbrot-weiss,brot-gebaeck
Sandwichtoast Körner,mehrkorntoast,brot-gebaeck
Sandwichtoast Vollkorn,vollkorntoast,brot-gebaeck
Sandwichtoast Weizen,toastbrot-weiss,brot-gebaeck
Schokobrötchen,schokobroetchen,brot-gebaeck
Schokocroissant,schokocroissant,brot-gebaeck
Schwarzbrot,roggenvollkornbrot,brot-gebaeck
Semmelbrösel,paniermehl,brot-gebaeck
Semmelbrösel Vollkorn,paniermehl,brot-gebaeck
Sesambagel,bagel,brot-gebaeck
Sesamknäckebrot,knaeckebrot-sesam,brot-gebaeck
Snack Paprika,kartoffelsnack,brot-gebaeck
Snack Speck,kartoffelsnack,brot-gebaeck
Snack gesalzen,salzgebaeck,brot-gebaeck
Snack salzig,salzgebaeck,brot-gebaeck
Sojacrispies,salzgebaeck,brot-gebaeck
Sonnenblumenbrot,sonnenblumenbrot,brot-gebaeck
Sonnenblumenkernbrot,sonnenblumenbrot,brot-gebaeck
Sonnenblumenkernbrötchen,mehrkornbroetchen,brot-gebaeck
Steinofenbaguette,baguette,brot-gebaeck
Steinofenbrot,bauernbrot,brot-gebaeck
Steinofenbrötchen,aufbackbroetchen,brot-gebaeck
Steinofenbrötchen Weizen,aufbackbroetchen,brot-gebaeck
